int_rate,loan_amnt,term,grade,home_ownership,annual_inc,purpose
7.49,5000,36,A,MORTGAGE,32400,car
11.99,20000,60,B,MORTGAGE,92400,home_improvement
6.99,10500,36,A,RENT,45000,car
17.49,4800,60,D,OWN,54996,other
7.49,10675,36,A,MORTGAGE,61838.4,credit_card
12.99,8450,36,C,RENT,100000,credit_card
18.39,5200,60,E,RENT,57739,debt_consolidation
5.99,4300,36,A,MORTGAGE,27000,credit_card
12.99,6000,60,C,MORTGAGE,30000,home_improvement
5.99,5400,36,A,MORTGAGE,121008,debt_consolidation
10.59,3600,36,B,OWN,70000,debt_consolidation
9.99,5000,36,B,RENT,36996,major_purchase
8.49,2000,36,A,RENT,19200,small_business
12.99,4775,36,C,RENT,47004,debt_consolidation
15.99,18200,60,D,MORTGAGE,44088,debt_consolidation
12.99,3500,36,C,RENT,24000,debt_consolidation
6.99,3500,36,A,OWN,49000,wedding
10.59,16000,60,B,RENT,50000,debt_consolidation
11.49,5200,36,B,MORTGAGE,81120,car
8.49,2500,36,A,RENT,42000,other
16.49,6000,60,D,RENT,60000,debt_consolidation
16.89,30000,60,D,RENT,64512,debt_consolidation
8.49,6000,36,A,MORTGAGE,35000,home_improvement
20.99,17500,60,F,RENT,91200,debt_consolidation
9.99,10000,36,B,MORTGAGE,69000,debt_consolidation
14.79,24000,60,C,MORTGAGE,130000,credit_card
5.99,16000,36,A,MORTGAGE,39000,debt_consolidation
8.49,3000,36,A,RENT,35000,wedding
10.59,10000,60,B,MORTGAGE,130000,other
16.89,18250,60,D,MORTGAGE,30000,other
11.49,7200,36,B,RENT,50000,debt_consolidation
7.49,22000,36,A,OWN,50343,debt_consolidation
10.59,34000,36,B,RENT,81000,debt_consolidation
13.49,8000,60,C,MORTGAGE,29056.87,debt_consolidation
8.49,3600,36,A,MORTGAGE,95000,major_purchase
10.74,3000,60,B,MORTGAGE,97000,credit_card
16.89,7000,60,D,MORTGAGE,54000,home_improvement
15.23,10750,60,C,RENT,36960,car
18.79,21000,60,E,MORTGAGE,81000,debt_consolidation
7.49,1000,36,A,RENT,39996,other
13.49,8400,60,C,MORTGAGE,75000,debt_consolidation
12.99,9800,60,C,OWN,85000,debt_consolidation
11.49,6000,60,B,MORTGAGE,80000,credit_card
13.49,3500,36,C,MORTGAGE,118374,other
8.49,9000,36,A,RENT,62400,other
15.99,7000,60,D,RENT,45000,other
5.99,7500,36,A,RENT,115000,debt_consolidation
10.99,15600,36,B,RENT,69000,credit_card
10.99,20000,36,B,MORTGAGE,56000,credit_card
16.49,10000,60,D,MORTGAGE,70000,debt_consolidation
15.23,11500,60,C,MORTGAGE,90000,small_business
10.37,16000,60,B,MORTGAGE,62400,home_improvement
16.49,4750,60,D,RENT,23000,debt_consolidation
21.74,35000,60,F,MORTGAGE,144000,other
13.99,8000,60,C,RENT,40000,wedding
11.99,16000,36,B,RENT,70000,debt_consolidation
11.99,3600,36,B,RENT,50000,debt_consolidation
10.99,28000,60,B,MORTGAGE,102000,car
18.39,21600,60,E,MORTGAGE,135000,home_improvement
7.49,9000,36,A,MORTGAGE,81600,credit_card
9.99,5000,36,B,RENT,19200,car
21.74,35000,60,F,MORTGAGE,73000,small_business
5.42,3000,36,A,MORTGAGE,58000,home_improvement
7.49,10000,36,A,RENT,36000,debt_consolidation
15.62,7800,36,D,RENT,55000,vacation
12.99,12000,36,C,RENT,79500,other
12.99,16600,60,C,MORTGAGE,52000,debt_consolidation
16.49,9000,36,D,OWN,61300,credit_card
18.39,4800,60,E,MORTGAGE,180000,other
17.88,23425,60,E,MORTGAGE,115000,debt_consolidation
13.43,15000,36,C,RENT,60000,debt_consolidation
7.29,3500,36,A,RENT,74400,car
10.37,9450,36,B,RENT,23004,home_improvement
17.51,15400,60,E,MORTGAGE,76092,home_improvement
11.11,16800,60,B,MORTGAGE,75000,car
7.29,10000,36,A,MORTGAGE,75000,major_purchase
5.79,3000,36,A,MORTGAGE,71040,car
6.92,24000,36,A,MORTGAGE,72000,debt_consolidation
10.00,15000,36,B,MORTGAGE,41604,debt_consolidation
7.29,8500,36,A,MORTGAGE,73000,home_improvement
17.14,9100,60,E,MORTGAGE,45000,medical
15.65,3500,36,D,RENT,24000,major_purchase
15.28,11000,36,D,RENT,41280,major_purchase
18.25,8000,60,F,RENT,44100,wedding
18.25,3000,60,F,RENT,22800,car
16.02,9950,60,D,RENT,69096,debt_consolidation
9.63,11000,36,B,OWN,39996,major_purchase
16.40,8000,60,E,RENT,45000,debt_consolidation
7.66,4300,36,A,MORTGAGE,86604,major_purchase
7.66,4900,60,A,RENT,34224,credit_card
5.42,1500,36,A,RENT,18700,debt_consolidation
7.29,11200,36,A,MORTGAGE,72000,major_purchase
10.74,28000,60,B,OWN,53004,debt_consolidation
16.02,8000,36,D,MORTGAGE,112000,other
20.11,35000,60,G,MORTGAGE,150000,home_improvement
11.11,5000,36,B,RENT,65004,other
15.28,8000,60,D,RENT,53140,credit_card
14.54,10000,36,D,MORTGAGE,78000,debt_consolidation
10.74,9600,60,B,MORTGAGE,52008,car
7.66,4000,36,A,RENT,91000,debt_consolidation
12.68,15000,60,C,RENT,45000,debt_consolidation
16.02,1800,36,D,RENT,50960,small_business
10.00,12000,60,B,MORTGAGE,110004,debt_consolidation
5.42,3000,36,A,MORTGAGE,94000,major_purchase
10.00,10000,60,B,RENT,36600,debt_consolidation
12.68,12200,60,C,RENT,24000,other
18.62,19000,60,F,MORTGAGE,62000,debt_consolidation
5.79,6500,36,A,MORTGAGE,65000,home_improvement
10.00,12000,60,B,RENT,89000,credit_card
7.29,6400,36,A,MORTGAGE,50000,debt_consolidation
6.00,10400,60,E,MORTGAGE,29000,credit_card
16.40,33950,60,E,MORTGAGE,84000,home_improvement
6.92,2000,36,A,RENT,34884,wedding
7.66,3800,60,A,OWN,25200,car
10.74,10000,36,B,MORTGAGE,68000,home_improvement
19.36,5600,60,F,RENT,49008,major_purchase
15.65,21000,60,D,RENT,57200,debt_consolidation
9.63,6800,36,B,RENT,28800,debt_consolidation
16.77,13750,60,E,RENT,36000,debt_consolidation
10.37,6000,60,B,RENT,24000,car
12.68,24000,60,C,RENT,107500,credit_card
17.14,10000,60,E,MORTGAGE,63000,house
11.11,18000,60,B,MORTGAGE,138000,debt_consolidation
10.37,7000,36,B,RENT,50000,debt_consolidation
13.06,4200,36,C,MORTGAGE,78000,major_purchase
14.54,4000,36,D,RENT,35000,car
10.00,6000,36,B,MORTGAGE,62004,debt_consolidation
10.74,3600,36,B,RENT,72000,credit_card
13.43,18825,60,C,MORTGAGE,40000,debt_consolidation
7.29,9600,36,A,RENT,81960,debt_consolidation
18.25,2000,60,F,RENT,37440,debt_consolidation
9.63,4000,36,B,MORTGAGE,80569,home_improvement
16.77,30000,60,E,MORTGAGE,111000,debt_consolidation
18.25,30000,60,F,MORTGAGE,90996,major_purchase
18.25,8000,60,F,RENT,60000,other
12.68,2800,36,C,MORTGAGE,82116,other
17.14,10000,36,E,RENT,75000,debt_consolidation
12.68,6000,36,C,MORTGAGE,40000,small_business
16.02,30000,60,D,MORTGAGE,119500,credit_card
10.37,35000,36,B,OWN,242400,debt_consolidation
10.74,10000,36,B,MORTGAGE,74000,wedding
10.37,25000,36,B,RENT,133300,debt_consolidation
11.11,20000,36,B,RENT,115000,debt_consolidation
7.29,20000,36,A,OWN,34500,debt_consolidation
7.29,13000,36,A,MORTGAGE,180000,home_improvement
15.28,15000,60,D,MORTGAGE,105000,debt_consolidation
7.66,10500,36,A,MORTGAGE,48000,credit_card
10.37,23000,60,B,OWN,28000,debt_consolidation
12.68,14075,60,C,MORTGAGE,61200,debt_consolidation
10.37,8000,36,B,MORTGAGE,60000,debt_consolidation
10.37,11000,60,B,MORTGAGE,48000,car
10.00,7200,36,B,RENT,66560,home_improvement
10.37,14000,60,B,MORTGAGE,133000,home_improvement
13.80,22475,60,C,MORTGAGE,49000,small_business
5.42,11200,36,A,MORTGAGE,96000,credit_card
15.65,25000,36,D,MORTGAGE,92000,debt_consolidation
11.11,4325,36,B,RENT,23000,debt_consolidation
10.74,13000,36,B,RENT,38400,debt_consolidation
13.06,20000,36,C,RENT,100000,debt_consolidation
13.06,20000,60,C,OWN,40000,debt_consolidation
16.02,8000,36,D,OWN,33600,debt_consolidation
5.79,9600,36,A,MORTGAGE,125000.32,debt_consolidation
17.14,14000,60,E,MORTGAGE,52000,debt_consolidation
11.11,4750,36,B,RENT,14400,debt_consolidation
9.63,11500,36,B,MORTGAGE,50000,small_business
12.68,3000,36,C,RENT,55000,moving
5.79,7500,36,A,RENT,48000,debt_consolidation
5.79,15000,36,A,MORTGAGE,180000,small_business
14.17,10200,60,C,MORTGAGE,60000,debt_consolidation
13.80,12000,60,C,MORTGAGE,112000,major_purchase
10.74,21000,36,B,MORTGAGE,93000,credit_card
10.37,2500,36,B,RENT,26568,debt_consolidation
16.02,8000,36,D,RENT,56000,debt_consolidation
5.42,1000,36,A,MORTGAGE,28800,car
12.68,15000,36,C,RENT,110000,debt_consolidation
10.37,6400,36,B,RENT,26400,medical
10.74,16000,60,B,RENT,46000,debt_consolidation
14.91,14000,60,D,MORTGAGE,53000,home_improvement
10.74,4875,36,B,RENT,64052,debt_consolidation
15.65,5600,60,D,MORTGAGE,70000,debt_consolidation
10.00,11000,36,B,MORTGAGE,140000,credit_card
13.06,1500,36,C,MORTGAGE,85000,major_purchase
15.28,8875,60,D,RENT,24000,debt_consolidation
10.37,11000,36,B,RENT,52769.6,debt_consolidation
9.63,6000,60,B,MORTGAGE,62000,moving
7.66,9600,60,A,RENT,35000,credit_card
9.63,35000,36,B,MORTGAGE,107000,debt_consolidation
14.91,18000,60,D,RENT,36000,small_business
7.29,7200,36,A,MORTGAGE,45000,debt_consolidation
15.65,9600,60,D,MORTGAGE,98000,medical
14.91,8000,36,D,MORTGAGE,132000,debt_consolidation
10.74,12000,36,B,RENT,100000,house
17.14,35000,60,E,RENT,75500,debt_consolidation
13.80,6000,36,C,RENT,49000,credit_card
7.29,5600,36,A,RENT,60000,debt_consolidation
10.37,28000,60,B,MORTGAGE,96000,debt_consolidation
5.79,5500,36,A,MORTGAGE,65000,major_purchase
10.00,9000,60,B,MORTGAGE,43000,car
10.74,25000,60,B,MORTGAGE,82000,debt_consolidation
16.02,22800,60,D,MORTGAGE,90000,debt_consolidation
6.92,7000,36,A,MORTGAGE,105000,home_improvement
15.28,5000,60,D,RENT,75000,debt_consolidation
5.79,2475,36,A,MORTGAGE,63600,car
7.29,7000,36,A,OWN,68000,small_business
14.17,35000,60,C,MORTGAGE,85000,debt_consolidation
16.77,3000,36,E,RENT,10800,debt_consolidation
7.29,9000,36,A,RENT,46000,debt_consolidation
9.63,10000,36,B,OWN,34500,debt_consolidation
7.29,12000,36,A,MORTGAGE,77000,debt_consolidation
14.17,2350,36,C,RENT,22000,debt_consolidation
17.14,16000,60,E,MORTGAGE,49000,debt_consolidation
19.36,14000,60,F,MORTGAGE,61000,debt_consolidation
7.66,4000,36,A,RENT,50000,wedding
13.06,12500,36,C,OWN,38400,debt_consolidation
12.68,24000,60,C,MORTGAGE,120120,debt_consolidation
10.74,10000,36,B,RENT,50000,debt_consolidation
7.29,8000,36,A,MORTGAGE,120000,home_improvement
5.42,2000,36,A,OWN,94500,other
12.68,9000,60,C,MORTGAGE,58852.56,credit_card
13.06,26000,60,C,MORTGAGE,90696,other
15.28,4000,60,D,MORTGAGE,74500,wedding
9.63,13000,36,B,RENT,47000,debt_consolidation
14.91,15000,60,D,MORTGAGE,80000,small_business
5.79,2700,36,A,MORTGAGE,47500,debt_consolidation
5.42,2000,36,A,MORTGAGE,124000,home_improvement
13.06,3500,36,C,MORTGAGE,36000,debt_consolidation
7.29,3000,36,A,RENT,50000,major_purchase
10.37,24000,36,B,MORTGAGE,53000,debt_consolidation
7.66,9450,36,A,RENT,33600,debt_consolidation
17.14,30000,60,E,MORTGAGE,129000,small_business
13.43,3425,36,C,RENT,35000,major_purchase
5.42,4000,36,A,OWN,50000,major_purchase
7.66,1000,36,A,RENT,49000,vacation
9.63,22000,36,B,RENT,57000,debt_consolidation
14.91,10000,60,D,RENT,74646,debt_consolidation
5.79,7000,36,A,MORTGAGE,39000,debt_consolidation
13.06,3400,36,C,RENT,48000,debt_consolidation
7.66,5750,60,A,MORTGAGE,23328,car
10.74,12000,36,B,MORTGAGE,110000,major_purchase
10.74,15000,36,B,MORTGAGE,47000,debt_consolidation
7.66,2000,36,A,RENT,20000,debt_consolidation
13.43,20000,36,C,RENT,50000,debt_consolidation
18.99,3500,60,F,OWN,43200,small_business
11.11,25000,60,B,MORTGAGE,208000,home_improvement
14.91,15000,60,D,MORTGAGE,53000,home_improvement
15.65,15000,36,D,RENT,42500,debt_consolidation
13.06,9000,36,C,RENT,60000,credit_card
10.00,7800,60,B,RENT,52656,medical
10.74,18000,60,B,MORTGAGE,33000,credit_card
16.40,35000,36,E,MORTGAGE,140000,debt_consolidation
5.79,12000,36,A,RENT,170000,debt_consolidation
5.42,10000,36,A,MORTGAGE,120000,major_purchase
10.00,5000,36,B,MORTGAGE,50000,home_improvement
7.29,6200,36,A,MORTGAGE,48000,credit_card
14.17,5000,36,C,MORTGAGE,19200,car
5.42,6000,36,A,MORTGAGE,100000,debt_consolidation
13.06,8000,60,C,MORTGAGE,38400,debt_consolidation
15.65,20000,60,D,RENT,96000,debt_consolidation
13.06,14500,36,C,MORTGAGE,130000,other
10.37,9000,60,B,MORTGAGE,194808,car
17.14,15250,60,E,MORTGAGE,39000,debt_consolidation
16.02,11500,60,D,RENT,37000,debt_consolidation
5.79,10000,36,A,MORTGAGE,40000,credit_card
11.11,7900,36,B,RENT,37000,debt_consolidation
13.06,5000,36,C,RENT,21600,debt_consolidation
10.00,10000,36,B,MORTGAGE,85000,credit_card
13.06,12000,60,C,MORTGAGE,68000,home_improvement
7.66,15000,36,A,MORTGAGE,110004,home_improvement
10.37,7200,60,B,RENT,42000,house
6.92,6000,36,A,MORTGAGE,50000,debt_consolidation
17.51,20000,60,E,RENT,45000,debt_consolidation
5.79,8000,36,A,OWN,50000,credit_card
12.68,25000,36,C,RENT,185000,moving
6.92,6000,36,A,MORTGAGE,99400,car
15.65,4950,60,D,MORTGAGE,35000,small_business
13.43,4000,60,C,MORTGAGE,39600,credit_card
17.14,17475,60,E,OWN,52518.72,debt_consolidation
18.25,14000,60,F,RENT,75000,debt_consolidation
10.37,30000,60,B,MORTGAGE,60000,home_improvement
12.68,24000,60,C,MORTGAGE,163500,home_improvement
10.37,9600,36,B,RENT,28800,debt_consolidation
17.14,32000,60,E,MORTGAGE,170000,debt_consolidation
11.11,6000,36,B,MORTGAGE,99996,major_purchase
12.68,17000,60,C,RENT,36000,debt_consolidation
10.74,4500,36,B,RENT,50000,wedding
13.80,20000,60,C,MORTGAGE,120000,debt_consolidation
14.17,6000,36,C,MORTGAGE,80000,wedding
13.80,25000,60,C,MORTGAGE,105000,debt_consolidation
18.62,30000,36,F,RENT,90000,debt_consolidation
14.17,24000,60,C,MORTGAGE,53000,debt_consolidation
7.66,4500,36,A,RENT,42000,debt_consolidation
20.11,35000,36,G,OWN,80000,debt_consolidation
6.92,7200,36,A,MORTGAGE,85000,credit_card
18.25,12000,60,F,MORTGAGE,65000,other
10.37,1200,36,B,MORTGAGE,61000,vacation
16.02,3400,60,D,MORTGAGE,34000,major_purchase
11.11,3000,36,B,RENT,76000,medical
12.68,20000,60,C,MORTGAGE,42204,debt_consolidation
7.66,3000,60,A,OWN,43200,vacation
6.92,7000,36,A,RENT,26004,other
14.17,19000,60,C,MORTGAGE,88000,medical
11.11,16000,60,B,RENT,35500,debt_consolidation
10.00,12000,60,B,MORTGAGE,72000,car
17.88,12000,60,E,MORTGAGE,54996,home_improvement
13.80,20000,60,C,MORTGAGE,135000,debt_consolidation
10.37,3000,36,B,RENT,24000,debt_consolidation
7.29,12000,36,A,RENT,80400,debt_consolidation
10.00,8875,36,B,RENT,24500,debt_consolidation
16.77,20000,60,E,MORTGAGE,57000,debt_consolidation
11.11,12000,60,B,MORTGAGE,60000,credit_card
10.37,35000,36,B,MORTGAGE,410000,home_improvement
5.79,10000,36,A,MORTGAGE,71000,home_improvement
16.77,20000,60,E,MORTGAGE,180000,major_purchase
10.74,21000,36,B,MORTGAGE,90000,debt_consolidation
5.42,8000,36,A,OWN,47232,credit_card
10.37,24000,60,B,RENT,100000,other
5.79,1500,36,A,RENT,35000,debt_consolidation
13.80,4000,36,C,RENT,45000,other
10.37,16700,36,B,RENT,54996,debt_consolidation
15.28,2500,36,D,MORTGAGE,42000,other
13.80,6700,36,C,RENT,24996,other
7.29,1200,36,A,RENT,9960,debt_consolidation
10.74,4200,36,B,MORTGAGE,96000,car
11.11,22000,60,B,RENT,96000,debt_consolidation
7.29,6000,36,A,RENT,42000,home_improvement
7.29,20000,36,A,MORTGAGE,86376,debt_consolidation
10.37,5000,36,B,RENT,61000,debt_consolidation
14.54,16000,36,D,MORTGAGE,85000,debt_consolidation
6.92,3400,36,A,RENT,40000,credit_card
14.54,6000,36,D,RENT,60000,credit_card
5.79,4200,36,A,MORTGAGE,73073.26,debt_consolidation
7.29,6400,36,A,RENT,56000,debt_consolidation
7.66,10000,36,A,RENT,79200,debt_consolidation
11.11,6000,36,B,RENT,35000,wedding
10.74,25000,36,B,RENT,78504,debt_consolidation
7.66,3000,36,A,MORTGAGE,60096,vacation
10.74,4300,36,B,OWN,40000,credit_card
15.65,2775,36,D,RENT,25000,debt_consolidation
13.06,12000,60,C,RENT,60000,wedding
13.06,5350,36,C,MORTGAGE,36000,debt_consolidation
6.92,13050,36,A,RENT,135000,major_purchase
10.74,18500,60,B,MORTGAGE,84000,credit_card
10.74,10375,60,B,RENT,34000,credit_card
16.77,4000,60,E,RENT,24000,debt_consolidation
13.43,10000,36,C,MORTGAGE,91092,debt_consolidation
10.74,16000,36,B,MORTGAGE,135000,other
14.54,23000,36,D,RENT,100000,debt_consolidation
16.02,5400,36,D,RENT,25300,debt_consolidation
14.17,12000,60,C,MORTGAGE,56400,debt_consolidation
11.11,1500,36,B,RENT,11820,debt_consolidation
10.37,2800,36,B,RENT,46800,other
17.14,12000,60,E,RENT,49200,credit_card
14.91,6000,60,D,RENT,140000,credit_card
10.37,15000,36,B,RENT,52500,debt_consolidation
15.65,27600,60,D,RENT,53086,debt_consolidation
5.42,10000,36,A,MORTGAGE,33600,credit_card
13.80,6000,36,C,RENT,31200,debt_consolidation
11.11,5500,36,B,RENT,52000,credit_card
6.92,9000,36,A,MORTGAGE,64000,debt_consolidation
6.92,10000,36,A,OWN,104000,car
10.37,3500,60,B,RENT,40320,credit_card
14.17,35000,60,C,MORTGAGE,84000,debt_consolidation
14.54,10000,36,D,RENT,54996,other
12.68,24000,60,C,MORTGAGE,101000,debt_consolidation
16.40,10800,60,E,RENT,45000,credit_card
9.63,9600,60,B,RENT,45000,debt_consolidation
21.59,19125,60,G,RENT,53004,debt_consolidation
12.68,6000,36,C,OWN,24000,other
13.06,6625,36,C,RENT,28000,debt_consolidation
7.66,10975,36,A,MORTGAGE,54000,debt_consolidation
13.43,15850,60,C,MORTGAGE,47004,debt_consolidation
13.06,24000,60,C,MORTGAGE,51600,small_business
17.88,16500,60,E,RENT,33000,small_business
7.66,10000,36,A,MORTGAGE,80000,house
10.74,12000,36,B,MORTGAGE,68500,debt_consolidation
18.62,8000,60,F,MORTGAGE,65000,debt_consolidation
16.77,28000,60,E,RENT,83400,debt_consolidation
7.66,14000,36,A,MORTGAGE,81000,debt_consolidation
11.11,10000,36,B,MORTGAGE,127000,debt_consolidation
16.40,30000,60,E,MORTGAGE,60000,debt_consolidation
7.66,10000,36,A,RENT,64900,debt_consolidation
7.66,10000,36,A,MORTGAGE,60000,credit_card
10.37,12000,36,B,RENT,54996,debt_consolidation
10.00,9000,36,B,OWN,35004,debt_consolidation
6.92,6000,36,A,MORTGAGE,122000,major_purchase
10.37,15000,36,B,MORTGAGE,121680,debt_consolidation
15.28,28000,60,D,MORTGAGE,80000,debt_consolidation
10.37,6000,36,B,MORTGAGE,66996,major_purchase
10.37,1200,36,B,RENT,14400,debt_consolidation
9.63,15000,36,B,RENT,108820,credit_card
5.42,3800,36,A,MORTGAGE,60000,other
11.11,18500,36,B,MORTGAGE,77000,debt_consolidation
10.00,10000,60,B,MORTGAGE,130000,debt_consolidation
10.37,3000,36,B,RENT,30000,debt_consolidation
18.25,10000,60,F,RENT,79000,small_business
10.37,20000,36,B,MORTGAGE,78000,credit_card
10.37,15000,60,B,MORTGAGE,48000,debt_consolidation
7.29,10000,36,A,MORTGAGE,40000,credit_card
10.37,17000,36,B,RENT,35000,credit_card
15.28,35000,36,D,OWN,115000,credit_card
10.00,8000,36,B,RENT,55000,wedding
7.66,14000,36,A,MORTGAGE,85634,debt_consolidation
7.29,2500,36,A,MORTGAGE,41000,major_purchase
10.00,11000,36,B,OWN,126996,debt_consolidation
16.02,25000,36,D,RENT,130000,debt_consolidation
10.00,2400,36,B,RENT,57110,debt_consolidation
15.28,8500,60,D,MORTGAGE,54000,home_improvement
12.68,7200,36,C,RENT,84000,home_improvement
5.42,3500,36,A,RENT,42000,major_purchase
17.14,35000,60,E,MORTGAGE,112000,debt_consolidation
10.37,11050,36,B,MORTGAGE,74758,debt_consolidation
10.37,9000,36,B,RENT,57500,debt_consolidation
15.28,20000,60,D,MORTGAGE,48000,debt_consolidation
11.11,5500,36,B,RENT,25000,debt_consolidation
10.37,17400,36,B,RENT,96000,debt_consolidation
13.06,1600,36,C,RENT,22800,debt_consolidation
7.29,1000,36,A,RENT,33000,major_purchase
13.06,4000,60,C,RENT,21600,debt_consolidation
16.02,7000,36,D,MORTGAGE,126000,other
14.17,14000,60,C,RENT,50004,debt_consolidation
7.29,7500,36,A,MORTGAGE,130000,home_improvement
10.37,14000,60,B,RENT,52000,debt_consolidation
15.28,16000,60,D,RENT,28800,credit_card
16.02,7000,60,D,MORTGAGE,40000,home_improvement
16.77,12800,60,E,MORTGAGE,43900,debt_consolidation
10.00,2500,36,B,RENT,14400,credit_card
15.65,12000,60,D,RENT,28000,debt_consolidation
17.14,15000,60,E,OWN,41676,major_purchase
10.37,3000,36,B,RENT,20004,other
10.37,6500,36,B,RENT,42000,debt_consolidation
10.00,21000,36,B,RENT,75000,credit_card
7.29,7200,36,A,RENT,120000,debt_consolidation
10.37,5000,36,B,RENT,15600,debt_consolidation
13.43,7350,36,C,RENT,32500,debt_consolidation
16.40,2800,60,E,MORTGAGE,42000,debt_consolidation
10.37,2500,36,B,RENT,39996,debt_consolidation
12.68,7500,60,C,RENT,67800,car
5.42,8000,36,A,MORTGAGE,35000,debt_consolidation
5.79,3000,36,A,RENT,23000,debt_consolidation
13.06,13000,60,C,RENT,27996,debt_consolidation
13.43,10000,36,C,RENT,52000,wedding
7.66,10500,36,A,MORTGAGE,90000,home_improvement
13.06,31000,60,C,MORTGAGE,75000,house
7.66,3000,36,A,MORTGAGE,50000,home_improvement
10.37,4000,36,B,RENT,62500,other
5.79,12100,36,A,OWN,56400,credit_card
13.43,3000,36,C,RENT,23004,debt_consolidation
7.66,3000,36,A,RENT,53196,car
13.06,25000,60,C,MORTGAGE,52000,debt_consolidation
11.11,20000,60,B,RENT,72000,major_purchase
7.66,12000,60,A,RENT,98000,other
7.66,7000,36,A,MORTGAGE,70000,home_improvement
20.85,24000,60,G,RENT,66000,medical
15.28,8000,60,D,MORTGAGE,46500,home_improvement
7.29,4000,36,A,OWN,35000,credit_card
7.66,6000,36,A,RENT,18200,debt_consolidation
17.88,30000,60,E,MORTGAGE,80004,debt_consolidation
10.74,10000,36,B,RENT,125000,debt_consolidation
10.00,15000,36,B,RENT,28800,debt_consolidation
5.42,2000,36,A,MORTGAGE,54000,debt_consolidation
10.00,5000,36,B,OWN,36000,debt_consolidation
